,context,e1,r,e2,label,score
161,"[['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamhomestadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'agentcompeteswithagent_inv', 'agent', 'agentbelongstoorganization', 'organization']]",athlete_bud_harrelson,athleteplaysinleague,sportsleague_mlb,-,1.2227818615428987e-06
162,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_bud_norris,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
163,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_buddy_carlyle,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
164,"[['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'agentcontrols_inv', 'agent']]",athlete_bulger,athleteplaysinleague,sportsleague_mlb,-,6.040601192580652e-07
165,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_burke_badenhop,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
166,"[['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamhomestadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteflyouttosportsteamposition', 'sportsteamposition', 'athleteflyouttosportsteamposition_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteflyouttosportsteamposition', 'sportsteamposition', 'athleteflyouttosportsteamposition_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athletehomestadium', 'stadiumoreventvenue', 'teamhomestadium_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague']]",athlete_burrell,athleteplaysinleague,sportsleague_mlb,-,0.00012873922241851687
167,"[['person', 'worksfor', 'organization', 'teamplaysagainstteam_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['person', 'organizationhiredperson_inv', 'organization', 'teamplaysagainstteam_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['person', 'organizationhiredperson_inv', 'organization', 'teamplaysagainstteam', 'sportsteam', 'agentcontrols_inv', 'agent'], ['person', 'organizationhiredperson_inv', 'organization', 'teamplaysagainstteam_inv', 'sportsteam', 'agentcontrols_inv', 'agent'], ['person', 'worksfor', 'organization', 'teamplaysagainstteam_inv', 'sportsteam', 'agentcontrols_inv', 'agent'], ['person', 'worksfor', 'organization', 'teamplaysagainstteam', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['person', 'organizationhiredperson_inv', 'organization', 'teamplaysagainstteam', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['person', 'worksfor', 'organization', 'teamplaysagainstteam', 'sportsteam', 'agentcontrols_inv', 'agent']]",athlete_butch_davis,athleteplaysinleague,sportsleague_mlb,-,3.86932429456352e-13
168,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_byung_hyun_kim,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
169,"[['athlete', 'athleteflyouttosportsteamposition', 'sportsteamposition', 'athleteflyouttosportsteamposition_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteflyouttosportsteamposition', 'sportsteamposition', 'athleteflyouttosportsteamposition_inv', 'athlete', 'coachesinleague', 'sportsleague']]",athlete_c_j__spiller,athleteplaysinleague,sportsleague_mlb,-,0.340300589799881
170,"[['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'agentcontrols_inv', 'agent']]",athlete_carey_price,athleteplaysinleague,sportsleague_mlb,-,6.040601192580652e-07
171,"[['athlete', 'athletehomestadium', 'stadiumoreventvenue', 'teamhomestadium_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague']]",athlete_carl_everett,athleteplaysinleague,sportsleague_mlb,-,1.458221140637761e-05
172,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_carlos_almanzar,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
173,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_carlos_martinez,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
174,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_carlos_muniz,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
175,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_carlos_perez,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
176,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_carlos_rosa,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
177,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_carlos_silva,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
178,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_carmen_cali,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
179,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_carmen_pignatiello,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
180,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_casey_fien,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
181,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_casey_fossum,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
182,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_casey_janssen,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
183,"[['coach', 'coachesinleague', 'sportsleague', 'agentbelongstoorganization_inv', 'humanagent', 'agentcontrols_inv', 'agent'], ['coach', 'coachesinleague', 'sportsleague', 'agentcontrols', 'everypromotedthing', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'agentcontrols_inv', 'agent'], ['coach', 'coachesinleague', 'sportsleague', 'subpartof_inv', 'everypromotedthing', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamhomestadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague'], ['coach', 'coachesinleague', 'sportsleague', 'subpartof_inv', 'everypromotedthing', 'agentcontrols_inv', 'agent'], ['coach', 'coachesinleague', 'sportsleague', 'agentcontrols', 'everypromotedthing', 'subpartof', 'everypromotedthing'], ['coach', 'coachesinleague', 'sportsleague', 'agentbelongstoorganization_inv', 'humanagent', 'subpartof', 'everypromotedthing'], ['coach', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamalsoknownas', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'athleteplaysforteam_inv', 'athlete', 'coachesinleague', 'sportsleague']]",athlete_casey_stengel,athleteplaysinleague,sportsleague_mlb,-,6.637980732193682e-06
184,"[['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['coach', 'coachwontrophy', 'awardtrophytournament', 'teamwontrophy_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['coach', 'coachwontrophy', 'awardtrophytournament', 'teamwontrophy_inv', 'sportsteam', 'agentcontrols_inv', 'agent']]",athlete_cedric_benson,athleteplaysinleague,sportsleague_mlb,-,1.9654127214607797e-09
185,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_cedrick_bowers,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
186,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_cesar_jimenez,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
187,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_cesar_ramos,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
188,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_cesar_valdez,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
189,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_chad_cordero,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
190,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_chad_fox,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
191,"[['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague']]",athlete_chad_hutchinson,athleteplaysinleague,sportsleague_mlb,-,3.04344212054275e-08
192,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_chad_orvella,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
193,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_chad_paronto,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
194,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_chad_reineke,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
195,"[['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['coach', 'coachwontrophy', 'awardtrophytournament', 'teamwontrophy_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['coach', 'coachwontrophy', 'awardtrophytournament', 'teamwontrophy_inv', 'sportsteam', 'agentcontrols_inv', 'agent']]",athlete_champ_bailey,athleteplaysinleague,sportsleague_mlb,-,1.9654127214607797e-09
196,"[['athlete', 'athleteinjuredhisbodypart', 'bodypart', 'athleteinjuredhisbodypart_inv', 'athlete', 'coachesinleague', 'sportsleague']]",athlete_charles_brewer,athleteplaysinleague,sportsleague_mlb,-,8.572589649702422e-06
197,"[['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'agentcontrols_inv', 'agent'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplaysforteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague']]",athlete_charlie_frye,athleteplaysinleague,sportsleague_mlb,-,3.043436436200864e-08
198,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_charlie_haeger,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
199,"[['athlete', 'athleteplayssport', 'sport', 'teamplayssport_inv', 'sportsteam', 'teamplaysinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentcollaborateswithagent', 'agent'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'coachesinleague', 'sportsleague'], ['athlete', 'athleteplayssport', 'sport', 'athleteplayssport_inv', 'athlete', 'agentbelongstoorganization', 'organization'], ['athlete', 'athleteplayssport', 'sport', 'sportusesstadium', 'stadiumoreventvenue', 'leaguestadiums_inv', 'sportsleague']]",athlete_charlie_manning,athleteplaysinleague,sportsleague_mlb,-,0.05026776343584061
